ts,game_id,game_name,igdb_id,viewers,channels
2026-08-12T01:27:00Z,509658,Just Chatting,,273881,4973
2026-08-12T01:27:00Z,27471,Minecraft,135400,151301,3200
2026-08-12T01:27:00Z,491931,Escape from Tarkov,15536,139063,1027
2026-08-12T01:27:00Z,32982,Grand Theft Auto V,1020,78915,3077
2026-08-12T01:27:00Z,515025,Overwatch,125174,72022,2650
2026-08-12T01:27:00Z,509672,IRL,,64635,535
2026-08-12T01:27:00Z,21779,League of Legends,115,58147,2028
2026-08-12T01:27:00Z,32399,Counter-Strike,,45234,1320
2026-08-12T01:27:00Z,1081998272,PEAK,349524,44115,2339
2026-08-12T01:27:00Z,33214,Fortnite,1905,40434,5110
2026-08-12T01:27:00Z,491487,Dead by Daylight,18866,37306,3263
2026-08-12T01:27:00Z,516575,VALORANT,126459,37811,2527
2026-08-12T01:27:00Z,1264310518,Marvel Rivals,294041,29531,2459
2026-08-12T01:27:00Z,31339,Project Zomboid,3189,29957,417
2026-08-12T01:27:00Z,624536948,EA Sports FC 26,353848,29302,1317
2026-08-12T01:27:00Z,18122,World of Warcraft,123,27399,1214
2026-08-12T01:27:00Z,512710,Call of Duty: Warzone,131800,23328,2379
2026-08-12T01:27:00Z,498566,Slots,,23623,73
2026-08-12T01:27:00Z,852009328,Mistfall Hunter,320141,22097,491
2026-08-12T01:27:00Z,511224,Apex Legends,114795,19568,2188
2026-08-12T01:27:00Z,339050343,[HERROR] Gas Station Case,369486,18890,41
2026-08-12T01:27:00Z,513181,Genshin Impact,119277,17421,176
2026-08-12T01:27:00Z,29595,Dota 2,,16905,581
2026-08-12T01:27:00Z,1669431183,DJs,,16915,230
2026-08-12T01:27:00Z,263490,Rust,3277,16139,355
2026-08-12T01:27:00Z,460630,Rainbow Six Siege,7360,14016,2087
2026-08-12T01:27:00Z,509663,Special Events,,14979,88
2026-08-12T01:27:00Z,116082744,HASTE,228918,15247,1
2026-08-12T01:27:00Z,630009802,MARVEL TŌKON: Fighting Souls,347132,15067,353
2026-08-12T01:27:00Z,2012789438,Call of Duty: Black Ops 7,348220,13999,738
2026-08-12T01:27:00Z,29452,Virtual Casino,45517,13546,36
2026-08-12T01:27:00Z,499973,Always On,,13345,374
2026-08-12T01:27:00Z,29307,Path of Exile,1911,11596,189
2026-08-12T01:27:00Z,670138298,Madden NFL 27,400379,11987,657
2026-08-12T01:27:00Z,509659,ASMR,,11787,166
2026-08-12T01:27:00Z,509660,Art,,9592,685
2026-08-12T01:27:00Z,512953,ELDEN RING,119133,9193,479
2026-08-12T01:27:00Z,386821,Black Desert,6292,8963,220
2026-08-12T01:27:00Z,27422,The Lord of the Rings: War in the North,1052,8858,36
2026-08-12T01:27:00Z,19619,Tibia,9596,8563,499
2026-08-12T01:27:00Z,2132205352,Deadlock,301298,8651,468
2026-08-12T01:27:00Z,676802825,Big Walk,279624,8282,579
2026-08-12T01:27:00Z,1036710512,Palworld,151665,7781,1332
2026-08-12T01:27:00Z,24241,FINAL FANTASY XIV ONLINE,386,7495,970
2026-08-12T01:27:00Z,138585,Hearthstone,1279,7697,92
2026-08-12T01:27:00Z,23020,ROBLOX,17269,6562,2241
2026-08-12T01:27:00Z,464339927,ARC Raiders,185258,6795,879
2026-08-12T01:27:00Z,504463,Tom Clancy's The Division 2,90099,6666,235
2026-08-12T01:27:00Z,499003,VRChat,33615,6191,147
2026-08-12T01:27:00Z,30921,Rocket League,11198,5915,1044
2026-08-12T01:27:00Z,1820839024,MECCHA CHAMELEON,405028,5985,142
2026-08-12T01:27:00Z,26936,Music,,5265,516
2026-08-12T01:27:00Z,2083,RuneScape,5611,5630,113
2026-08-12T01:27:00Z,499634,Crypto,76760,5571,103
2026-08-12T01:27:00Z,27284,Retro,,5106,349
2026-08-12T01:27:00Z,459931,Old School RuneScape,79824,4898,258
2026-08-12T01:27:00Z,55453844,Street Fighter 6,191692,4644,157
2026-08-12T01:27:00Z,2112738408,NBA 2K26,353901,4204,1372
2026-08-12T01:27:00Z,2748,Magic: The Gathering,,4458,162
2026-08-12T01:27:00Z,272263131,"Animals, Aquariums, and Zoos",,4407,292
2026-08-12T01:27:00Z,510218,Among Us,111469,4296,62
2026-08-12T01:27:00Z,488335006,Everything Is Crab,363945,4230,2
2026-08-12T01:27:00Z,11557,The Legend of Zelda: Ocarina of Time,1029,4296,88
2026-08-12T01:27:00Z,417528,Albion Online,19698,4281,121
2026-08-12T01:27:00Z,66170,Warframe,2903,3957,371
2026-08-12T01:27:00Z,509508,Super Mario Bros.,358,3299,5
2026-08-12T01:27:00Z,518203,Sports,,3460,139
2026-08-12T01:27:00Z,1678532194,EA Sports College Football 27,400601,3060,1512
2026-08-12T01:27:00Z,19976,MapleStory,9804,3531,67
2026-08-12T01:27:00Z,1432155743,Hariti,406882,3496,4
2026-08-12T01:27:00Z,2009321156,Dark and Darker,207266,3471,101
2026-08-12T01:27:00Z,497057,Destiny 2,25657,3371,376
2026-08-12T01:27:00Z,27546,World of Tanks,1184,3269,58
2026-08-12T01:27:00Z,498592,I'm Only Sleeping,71001,3345,138
2026-08-12T01:27:00Z,538054672,TEKKEN 8,217590,3227,158
2026-08-12T01:27:00Z,493959,Red Dead Redemption II,25076,3071,351
2026-08-12T01:27:00Z,1494,Call of Duty,621,2983,2300
2026-08-12T01:27:00Z,2045790021,No More Room in Hell 2,149340,3087,176
2026-08-12T01:27:00Z,518184,Phasmophobia,132516,3022,327
2026-08-12T01:27:00Z,401587136,Arena Breakout: Infinite,298915,2999,256
2026-08-12T01:27:00Z,1672580392,Agent 64: Spies Never Die,148270,2951,45
2026-08-12T01:27:00Z,16282,Super Smash Bros. Melee,1627,3311,40
2026-08-12T01:27:00Z,1282866981,Delta Force,262186,2958,176
2026-08-12T01:27:00Z,513143,Teamfight Tactics,120176,2938,103
2026-08-12T01:27:00Z,210472759,Shift at Midnight,352789,2677,252
2026-08-12T01:27:00Z,2094865572,SMITE 2,282566,2676,149
2026-08-12T01:27:00Z,66082,Games + Demos,,2452,984
2026-08-12T01:27:00Z,490242481,GRAIN ROT,400575,2648,99
2026-08-12T01:27:00Z,482579574,Grounded 2,348187,2536,529
2026-08-12T01:27:00Z,1294658629,R.E.P.O.,332780,2415,212
2026-08-12T01:27:00Z,490378,South Park: The Fractured But Whole,11161,2510,11
2026-08-12T01:27:00Z,509511,Marbles on Stream,116975,2426,86
2026-08-12T01:27:00Z,65632,DayZ,2117,2415,254
2026-08-12T01:27:00Z,491168,Clash Royale,15707,2365,59
2026-08-12T01:27:00Z,168648543,Battlefield 6,317407,2359,721
2026-08-12T01:27:00Z,500188,Hunt: Showdown 1896,7291,2275,222
2026-08-12T01:27:00Z,2059463486,Waterpark Simulator,348648,2321,170
2026-08-12T01:27:00Z,509667,Food & Drink,,2229,35
2026-08-12T01:27:00Z,450732811,Night Crows,290671,2236,29
2026-08-12T01:27:00Z,515474,NARAKA: BLADEPOINT,127352,2127,29
