ts,game_id,langs_top10
2026-08-30T01:26:33Z,509658,en:165452|ru:47050|pt:19127|es:18506|fr:9458|de:6379|zh:5540|it:2236|ja:1896|ko:1717
2026-08-30T01:26:33Z,516575,en:46542|pt:10282|es:8315|zh:4734|fr:2728|ja:2219|ar:1181|ru:1006|de:552|no:132
2026-08-30T01:26:33Z,14842174,en:57727|de:259|es:8|fr:7|other:3
2026-08-30T01:26:33Z,18122,en:61175|ru:1367|es:740|pt:663|de:482|fr:238|ar:167|zh:31|da:15|tr:13
2026-08-30T01:26:33Z,32982,en:36864|fr:10542|pt:6199|de:3596|ru:1592|es:795|nl:364|it:363|sv:146|da:59
2026-08-30T01:26:33Z,33214,en:42818|es:6387|fr:1706|pt:1631|de:1219|ru:384|it:303|ja:125|ar:118|other:83
2026-08-30T01:26:33Z,21779,en:26499|es:10963|pt:5600|ja:2307|fr:1713|de:1072|zh:718|it:576|ru:359|pl:184
2026-08-30T01:26:33Z,2128193047,en:47015|pt:55|es:8
2026-08-30T01:26:33Z,509672,en:20772|es:10451|pt:1729|fr:1374|de:1279|ru:997|zh:960|other:654|no:258|nl:61
2026-08-30T01:26:33Z,27471,en:23690|es:5375|pt:2891|de:925|ru:390|fr:201|ja:100|pl:82|ar:66|th:37
2026-08-30T01:26:33Z,515025,en:29841|es:1403|pt:1182|ja:1175|de:298|ar:231|ru:205|fr:185|it:24|zh:19
2026-08-30T01:26:33Z,490655,en:28530|es:3254|pt:1147|de:965|ar:21|fr:11|ru:9
2026-08-30T01:26:33Z,602040818,en:29049|fr:344|de:59|es:39|it:29|pt:12|ar:8|bg:3|sv:2|tr:1
2026-08-30T01:26:33Z,1478650472,en:21025|fr:4116|pt:1079|es:686|ar:492|de:329|ja:139|nl:69|da:50|ru:34
2026-08-30T01:26:33Z,491487,en:16675|es:3289|pt:2426|cs:1855|ja:725|de:554|ru:495|fr:453|pl:202|ar:79
2026-08-30T01:26:33Z,32399,ru:9819|pt:6949|en:4665|es:1573|pl:1237|sv:236|de:204|other:203|zh:177|fr:133
2026-08-30T01:26:33Z,29595,ru:17359|en:4048|pt:1885|es:471|uk:203|de:147|ar:137|ja:23|ro:20|fr:20
2026-08-30T01:26:33Z,1264310518,en:18517|ar:1953|es:1431|pt:578|ja:115|fr:30|ru:29|de:13|other:9|zh:7
2026-08-30T01:26:33Z,498566,de:9116|en:5772|es:3682|pt:3122|fr:616|el:553|no:282
2026-08-30T01:26:33Z,513143,en:18563|pt:1502|es:755|fr:702|tr:655|de:607|ja:479|zh:191|it:181|pl:116
2026-08-30T01:26:33Z,458353,en:22260|es:29|ru:18|fr:17|pt:2
2026-08-30T01:26:33Z,511224,en:9729|ja:8975|es:2254|zh:1066|pt:216|ru:176|fr:114|tr:88|de:60|ar:58
2026-08-30T01:26:33Z,26936,pt:13579|en:5540|de:468|es:331|fr:74|fi:52|ja:28|other:22|it:10|nl:7
2026-08-30T01:26:33Z,9618,en:17205|es:390|pt:263|no:51|fr:43|it:26|ru:6
2026-08-30T01:26:33Z,674491029,en:15092|fr:688|de:314|ru:208|es:129|pt:102|pl:97|ja:9|it:7|ko:2
2026-08-30T01:26:33Z,512710,en:11755|es:1482|ar:979|de:645|fr:540|pt:373|it:295|ru:163|no:15|nl:15
2026-08-30T01:26:33Z,499973,en:10934|fr:1729|es:1034|de:817|ja:298|pt:16|ru:2|other:1|ca:1|bg:1
2026-08-30T01:26:33Z,509659,en:12260|pt:657|es:250|ja:80|it:76|fr:22|de:6|ru:3|other:1
2026-08-30T01:26:33Z,29452,pt:11939|en:272|es:29|ms:1
2026-08-30T01:26:33Z,491931,en:8740|ja:1611|fr:887|de:626|es:279|ru:273|pt:140|zh:30|fi:26|pl:24
2026-08-30T01:26:33Z,31339,en:10422|pt:888|de:480|es:371|fr:170|ru:43|ja:26|other:1|zh-hk:0
2026-08-30T01:26:33Z,491962037,en:11706|fr:24|de:7
2026-08-30T01:26:33Z,1669431183,en:6675|de:1891|es:1236|ru:273|other:139|fi:108|ja:107|pt:103|fr:100|da:19
2026-08-30T01:26:33Z,624536948,pt:6046|en:1954|de:536|fr:473|es:422|it:191|ar:31|nl:7|ru:6|tr:4
2026-08-30T01:26:33Z,509660,en:6907|es:570|pt:266|ja:263|zh:182|ru:84|de:66|fr:52|th:43|other:4
2026-08-30T01:26:33Z,512953,en:7954|pt:293|es:226|de:220|ar:133|fr:63|ja:44|ru:31|it:23|pl:5
2026-08-30T01:26:33Z,23020,en:6158|es:1273|pt:558|fr:175|ru:58|de:46|ar:16|pl:7|cs:7|it:6
2026-08-30T01:26:33Z,386821,en:4549|pt:1531|es:739|zh:550|ja:538|ru:183|th:110|de:37|it:16|tr:11
2026-08-30T01:26:33Z,1630982727,en:8741|es:37|pt:14|zh:12|fr:6|ru:2|de:1
2026-08-30T01:26:33Z,518379,en:5560|fr:1215|pt:614|es:499|ja:417|de:142|zh:45|th:3|it:1|id:1
2026-08-30T01:26:33Z,460630,en:6341|pt:267|es:170|fr:124|de:89|it:69|ja:24|ar:22|pl:17|other:5
2026-08-30T01:26:33Z,24241,en:6775|ja:365|zh:296|es:137|pt:87|fr:76|de:26|ar:7|other:3
2026-08-30T01:26:33Z,19619,pt:6122|es:824|pl:154|en:139|other:1
2026-08-30T01:26:33Z,27284,en:5557|ru:631|pt:369|ja:325|es:227|fr:96|it:14|other:13|de:10|no:1
2026-08-30T01:26:33Z,2132205352,en:5860|ru:605|pt:244|es:111|ja:38|uk:22|fr:19|ar:6|fi:3|other:1
2026-08-30T01:26:33Z,1832841853,en:4481|ru:876|ja:770|es:532|pt:358|it:183|de:111|fr:21|tl:14|uk:12
2026-08-30T01:26:33Z,459931,en:6823|es:24|fr:15|pt:10|nl:6
2026-08-30T01:26:33Z,1036710512,ja:3705|en:2724|de:188|pt:154|fr:112|es:83|pl:20|ru:10|zh:1|ar:1
2026-08-30T01:26:33Z,570615518,en:3855|fr:1999|pt:465|de:335|ar:149|es:136|ru:82|other:27|tl:25|hu:13
2026-08-30T01:26:33Z,1081998272,en:5641|es:618|pt:210|fr:49|ja:35|other:34|ru:19|de:13|pl:4
2026-08-30T01:26:33Z,499003,en:6443|es:210|fr:36|ja:31|pt:13|de:10|ru:9|pl:3
2026-08-30T01:26:33Z,499634,en:6036|ru:151|pt:120|fr:43|de:11|es:10|other:2|it:0
2026-08-30T01:26:33Z,464339927,en:4360|es:741|de:342|ru:211|ar:128|pt:71|fr:68|ja:55|pl:42|it:13
2026-08-30T01:26:33Z,493057,en:3699|pt:1259|ru:510|es:177|ja:57|zh:53|el:41|de:35|fr:30|sv:11
2026-08-30T01:26:33Z,1931693784,en:5213|es:173|ja:153|pt:129|de:9|zh:7|fr:6|ru:2
2026-08-30T01:26:33Z,509663,en:4393|de:573|fr:397|pl:83|pt:75|es:74|ja:66|ar:2|tl:0|other:0
2026-08-30T01:26:33Z,138585,en:3071|ru:1249|pt:535|fr:418|zh:225|es:17|de:16|ja:8|ar:8|it:7
2026-08-30T01:26:33Z,65632,en:4707|ru:231|fr:176|es:97|pt:89|de:63|pl:24|fi:5|other:4|cs:4
2026-08-30T01:26:33Z,498592,en:1648|de:1232|fr:915|ru:587|zh:289|pl:210|no:78|bg:78|ja:63|pt:53
2026-08-30T01:26:33Z,2059463486,en:3890|es:1285|de:4|pt:3
2026-08-30T01:26:33Z,272263131,en:4576|ja:225|zh:216|de:58|es:4|fr:3|other:1|nl:1|fi:1|ca:1
2026-08-30T01:26:33Z,65876,fr:3776|en:940|pt:117|es:40|de:35|ru:22|pl:14|ja:4|it:2
2026-08-30T01:26:33Z,66082,en:3904|es:211|pt:110|zh:106|hu:89|fr:58|ja:48|de:46|ar:26|it:20
2026-08-30T01:26:33Z,513181,en:3139|pt:512|es:498|ja:271|ru:171|fr:162|zh:42|de:17|it:8|tr:2
2026-08-30T01:26:33Z,1760529825,it:4684|en:21
2026-08-30T01:26:33Z,12839,ru:4452|en:77|uk:48|de:1
2026-08-30T01:26:33Z,417528,es:1742|pt:1735|en:1176|ru:135|fr:60|ja:50|de:25|pl:13|zh:10|tr:4
2026-08-30T01:26:33Z,1898040946,en:3660|pt:364|it:324|es:279|ru:91|ar:60|zh:25|de:24|fr:17|no:14
2026-08-30T01:26:33Z,459755,en:4893
2026-08-30T01:26:33Z,30921,en:3591|es:419|fr:132|pt:113|de:108|it:27|pl:22|ar:20|ja:7|nl:6
2026-08-30T01:26:33Z,1441208453,en:3368|es:287|pt:238|de:128|ja:104|fr:75|ru:49|zh:23|it:9|ar:5
2026-08-30T01:26:33Z,630009802,en:4318|pt:104|es:35|ru:5|ja:3
2026-08-30T01:26:33Z,884569009,en:4027|pt:56|es:25
2026-08-30T01:26:33Z,13332,en:3957|ja:24|es:22|pt:19|it:3
2026-08-30T01:26:33Z,27546,en:2532|fr:529|pl:204|ja:154|es:83|de:83|ru:47|tr:37|zh:34|pt:19
2026-08-30T01:26:33Z,66170,en:2734|pt:472|es:409|fr:29|de:27|ja:23|it:12|ru:9|da:5|other:4
2026-08-30T01:26:33Z,1282866981,en:2405|es:314|zh:227|de:165|fr:156|ru:142|pt:124|ja:112|tr:10|it:5
2026-08-30T01:26:33Z,500188,en:2511|de:511|pt:199|es:159|ru:92|fi:56|fr:46|hu:13|pl:9|zh:3
2026-08-30T01:26:33Z,676802825,en:3345|de:50|pt:34|es:13|fr:6|ar:6|it:3|ru:1
2026-08-30T01:26:33Z,497248,en:3108|es:258|fr:221|ja:31
2026-08-30T01:26:33Z,2010156204,en:3433
2026-08-30T01:26:33Z,511399,ja:3173|en:290|es:45|de:22
2026-08-30T01:26:33Z,509511,en:3513|es:223|de:165|el:39|ar:19|nl:3|pl:2
2026-08-30T01:26:33Z,369252,en:3352|es:78|fr:67|pt:20|ru:1|de:1
2026-08-30T01:26:33Z,504463,en:2864|es:179|fr:102|pt:98|ja:67|de:45|zh:39|ru:8|ar:2|sv:1
2026-08-30T01:26:33Z,168648543,en:2639|pt:195|ru:162|es:130|de:70|ja:51|fr:13|other:4|pl:2|cs:2
2026-08-30T01:26:33Z,2012789438,en:2091|pt:939|fr:90|es:73|ar:64|nl:8|it:2|other:1|de:1|ja:0
2026-08-30T01:26:33Z,263490,en:2142|pt:379|ru:191|fr:156|ja:101|es:95|pl:53|it:48|hu:8|de:8
2026-08-30T01:26:33Z,518203,it:1593|en:923|es:363|ja:138|fr:35|de:6|pt:4|zh:2
2026-08-30T01:26:33Z,1982936547,en:2762|pt:175|de:125|es:30|ko:2|ja:2|fr:0
2026-08-30T01:26:33Z,416015,en:2218|pt:422|ja:142|ru:58|zh:44|de:37|sv:29|fr:27|es:15|pl:13
2026-08-30T01:26:33Z,55453844,en:1885|ja:819|pt:133|es:127|fr:26|asl:12|zh:7|de:2
2026-08-30T01:26:33Z,493959,en:1653|pt:935|de:88|es:60|fr:43|ru:10|no:4|it:3|th:1
2026-08-30T01:26:33Z,919021559,en:2848|pt:57|es:21|de:19|fr:16|ru:1|ja:1
2026-08-30T01:26:33Z,29307,en:2574|es:99|ja:88|zh:50|ru:41|pt:30|fr:11|tr:4|pl:3|cs:2
2026-08-30T01:26:33Z,670138298,en:2777
2026-08-30T01:26:33Z,1865647616,pt:71
2026-08-30T01:26:33Z,1832641890,en:1424|es:1347
2026-08-30T01:26:33Z,493174,en:2563|de:18|ru:3|es:2
2026-08-30T01:26:33Z,497057,en:2476|es:91|ru:34|fr:21|pt:18|de:10|ja:2
2026-08-30T07:00:04Z,509658,en:116397|zh:19320|ru:12459|pt:7474|es:6741|de:5833|fr:4547|ja:3837|ko:2775|it:424
2026-08-30T07:00:04Z,263490,ja:72164|en:2507|ru:203|fr:185|de:108|pt:75|es:23|hu:15|no:11|tr:1
2026-08-30T07:00:04Z,18122,en:39425|de:3497|ru:1356|fr:991|es:179|zh:156|pt:96|sv:53|tr:23|uk:19
2026-08-30T07:00:04Z,479862138,en:40746
2026-08-30T07:00:04Z,509672,en:14969|de:12677|zh:3254|ru:2346|pt:857|es:666|fr:640|uk:256|sv:204|no:81
2026-08-30T07:00:04Z,21779,en:15348|ja:5268|zh:4198|es:4014|pt:1731|fr:1460|de:888|ru:615|pl:276|it:119
2026-08-30T07:00:04Z,114524791,ja:34396|zh:353|en:53|ko:5
2026-08-30T07:00:04Z,516575,ja:10155|en:9162|zh:3707|es:2067|pt:1260|ru:1064|fr:690|ar:387|th:148|de:130
2026-08-30T07:00:04Z,29595,ru:22077|en:5487|tl:506|pt:389|th:288|uk:108|es:99|fi:57|ja:34|ro:23
2026-08-30T07:00:04Z,511224,zh:12946|en:10517|ja:2302|es:465|th:344|ru:72|pt:66|de:43|ar:29|id:22
2026-08-30T07:00:04Z,32982,en:20247|pt:1489|ru:905|es:781|de:365|fr:317|ja:202|uk:126|th:78|it:61
2026-08-30T07:00:04Z,27471,en:16449|ja:4065|es:1856|ru:623|pt:618|de:249|fr:161|zh:100|ar:39|th:11
2026-08-30T07:00:04Z,32399,ru:10769|en:4777|pt:2814|es:965|pl:739|uk:303|tl:199|other:106|fr:82|de:75
2026-08-30T07:00:04Z,602040818,en:20705|zh:939|fr:95|es:36|de:19|pt:11|it:4|other:2|tr:1|ja:1
2026-08-30T07:00:04Z,1478650472,en:16489|es:947|fr:383|ru:351|ar:315|ja:280|de:242|cs:67|pt:41|zh:14
2026-08-30T07:00:04Z,33214,en:12305|es:2614|pt:476|de:450|ru:336|it:240|ja:186|fr:184|ar:152|hu:59
2026-08-30T07:00:04Z,491487,en:11341|es:2064|ja:1096|pt:577|ru:475|zh:464|fr:445|de:337|ar:179|pl:92
2026-08-30T07:00:04Z,498566,de:7859|en:4818|pt:2279|es:1906|fr:538|no:274|ja:2|ko:0
2026-08-30T07:00:04Z,515025,en:10642|ja:4268|es:1085|zh:256|ru:237|pt:216|de:108|th:87|ar:66|fr:51
2026-08-30T07:00:04Z,1264310518,en:12459|ru:1508|es:563|ja:245|ar:239|pt:78|zh:20|de:17|fr:15|other:8
2026-08-30T07:00:04Z,513143,en:6681|zh:3580|ja:1338|fr:1146|pt:868|es:452|de:295|ru:179|hu:110|pl:78
2026-08-30T07:00:04Z,490655,en:13450|es:969|de:584|pt:129|zh:37|fr:26|ar:12|ja:10
2026-08-30T07:00:04Z,674491029,en:11152|ru:802|de:661|fr:413|zh:37|it:25|ja:24|es:11|cs:3|pt:2
2026-08-30T07:00:04Z,491931,en:7765|ja:2785|de:913|fr:777|ru:371|zh:280|es:123|fi:43|pt:22|th:13
2026-08-30T07:00:04Z,1931693784,en:12593|ja:82|es:71|ru:20|fr:15|pt:12|zh:3
2026-08-30T07:00:04Z,499973,en:9041|fr:1891|es:715|de:672|ja:248|pt:30|ru:3|other:1|el:1|ca:1
2026-08-30T07:00:04Z,55453844,ja:11628|en:605|zh:74|es:58|ru:34|ko:24|pt:6|fr:6
2026-08-30T07:00:04Z,509659,en:9914|es:1517|ru:677|ja:118|it:64|de:20|pt:1|other:1|fr:1
2026-08-30T07:00:04Z,29452,pt:10556|es:857|other:387|en:5|ru:1
2026-08-30T07:00:04Z,458353,en:9950|ru:69|zh:25|es:2|pt:1
2026-08-30T07:00:04Z,511399,ja:8020|en:1593|ar:31
2026-08-30T07:00:04Z,2012789438,en:9511|es:34|fr:17|nl:9|pt:5|ja:5|it:4|de:4
2026-08-30T07:00:04Z,27284,en:5222|ru:2896|ja:818|es:219|fi:100|fr:79|pt:71|de:58|other:10|zh:2
2026-08-30T07:00:04Z,138585,en:5580|ru:2111|fr:584|zh:478|ar:374|ja:43|de:22|pt:14|es:8|it:5
2026-08-30T07:00:04Z,498592,en:3856|ru:1225|de:528|fr:479|es:469|pt:299|pl:230|no:201|zh:171|ja:66
2026-08-30T07:00:04Z,31339,en:4953|de:719|fr:668|pt:517|es:173|ru:141|ja:43|it:32|zh:26|th:19
2026-08-30T07:00:04Z,509660,en:5316|zh:446|ja:417|es:346|fr:217|th:109|ru:77|de:62|pt:44|uk:34
2026-08-30T07:00:04Z,490422,en:6898|ru:23|es:14|zh:1
2026-08-30T07:00:04Z,1669431183,en:5412|de:875|fr:65|ja:43|da:38|es:18|pt:8|nl:6|other:4|ru:3
2026-08-30T07:00:04Z,9178,en:6824
2026-08-30T07:00:04Z,386821,en:2657|zh:873|ja:817|pt:733|ru:593|th:386|de:153|es:112|fr:27|pl:19
2026-08-30T07:00:04Z,1441208453,en:4895|ja:236|es:199|de:106|zh:92|pt:81|fr:67|ru:26|th:6|tl:1
2026-08-30T07:00:04Z,26936,en:4305|zh:362|ja:303|it:284|es:135|de:60|th:29|da:22|fr:15|pt:9
